station_code,station_id,station_macro,sector,ware,side,role,owner,stock,inbound,outbound,net,allocation,price_cr,price_avg,alloc_value_cr,fill_alloc,s,m_model,a_model,fill_model,cohort,denominator,s_model,residual,cohort_m_fit,cohort_a_fit,cohort_n_offers,cohort_n_distinct_fills,cohort_bin_rmse,confidence
ADA-792,[0x38de9],buildstorage_gen_base_01_macro,Hewa's Twin I,advancedelectronics,buy,,teladi,2.0,0.0,0.0,2.0,,1318.0,1014.0,,,1.0,,-0.039,0.007407,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
ADA-792,[0x38de9],buildstorage_gen_base_01_macro,Hewa's Twin I,turretcomponents,buy,,teladi,17.0,0.0,0.0,17.0,,383.0,273.0,,,1.0,,-0.039,0.020359,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
ADI-184,[0xa7136],buildstorage_gen_base_01_macro,Black Hole Sun V,turretcomponents,buy,,argon,30.0,0.0,0.0,30.0,,383.0,273.0,,,1.0,,-0.039,0.483871,buildstorage/demand-curve,stock+inbound+open buy amount,0.29021,0.70979,,,0,0,,separate-book
ADY-998,[0x81f3e],buildstorage_gen_base_01_macro,Brennan's Triumph,energycells,buy,,pioneers,166.0,0.0,0.0,166.0,,22.0,16.0,,,1.0,,-0.039,0.002243,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AED-533,[0x31d5a],buildstorage_gen_base_01_macro,Neptune,energycells,buy,,pioneers,2.0,3744.0,0.0,3746.0,,22.63,16.0,,,1.105,,-0.039,0.05027,buildstorage/demand-curve,stock+inbound+open buy amount,0.999477,0.105523,,,0,0,,separate-book
AEF-324,[0xfa02],buildstorage_gen_base_01_macro,Tharka's Ravine XVI,claytronics,buy,,freesplit,312.0,666.0,0.0,978.0,,2378.92,2040.0,,,1.107582,,-0.039,0.949515,buildstorage/demand-curve,stock+inbound+open buy amount,-0.863163,1.970745,,,0,0,,separate-book
AEF-324,[0xfa02],buildstorage_gen_base_01_macro,Tharka's Ravine XVI,turretcomponents,buy,,freesplit,0.0,0.0,0.0,0.0,,383.0,273.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AGQ-437,[0x9b565],buildstorage_gen_base_01_macro,Memory of Profit X,advancedelectronics,buy,,teladi,3.0,0.0,0.0,3.0,,1318.0,1014.0,,,1.0,,-0.039,0.010101,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AGQ-437,[0x9b565],buildstorage_gen_base_01_macro,Memory of Profit X,claytronics,buy,,teladi,305.0,0.0,0.0,305.0,,2372.67,2040.0,,,1.087157,,-0.039,0.402375,buildstorage/demand-curve,stock+inbound+open buy amount,0.504033,0.583124,,,0,0,,separate-book
AGQ-437,[0x9b565],buildstorage_gen_base_01_macro,Memory of Profit X,fieldcoils,buy,,teladi,0.0,0.0,0.0,0.0,,576.0,412.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AGQ-437,[0x9b565],buildstorage_gen_base_01_macro,Memory of Profit X,turretcomponents,buy,,teladi,647.0,0.0,0.0,647.0,,296.86,273.0,,,0.216909,,-0.039,0.711771,buildstorage/demand-curve,stock+inbound+open buy amount,-0.351719,0.568629,,,0,0,,separate-book
AGS-456,[0x7d5eb],buildstorage_gen_base_01_macro,Argon Prime,claytronics,buy,,argon,643.0,0.0,0.0,643.0,,1954.51,2040.0,,,-0.279379,,-0.039,0.848285,buildstorage/demand-curve,stock+inbound+open buy amount,-0.682421,0.403042,,,0,0,,separate-book
AGS-456,[0x7d5eb],buildstorage_gen_base_01_macro,Argon Prime,fieldcoils,buy,,argon,26.0,0.0,0.0,26.0,,576.0,412.0,,,1.0,,-0.039,0.068783,buildstorage/demand-curve,stock+inbound+open buy amount,0.996351,0.003649,,,0,0,,separate-book
AGS-456,[0x7d5eb],buildstorage_gen_base_01_macro,Argon Prime,shieldcomponents,buy,,argon,21.0,297.0,0.0,318.0,,260.93,188.0,,,0.959605,,-0.039,1.0,buildstorage/demand-curve,stock+inbound+open buy amount,-0.927005,1.88661,,,0,0,,separate-book
AGS-456,[0x7d5eb],buildstorage_gen_base_01_macro,Argon Prime,turretcomponents,buy,,argon,0.0,0.0,0.0,0.0,,383.0,273.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AJF-720,[0x57677],buildstorage_gen_base_01_macro,Moo-Kye's Revenge,advancedcomposites,buy,,scaleplate,5628.0,0.0,0.0,5628.0,,468.7,540.0,,,-0.660185,,-0.039,0.999645,buildstorage/demand-curve,stock+inbound+open buy amount,-0.926622,0.266437,,,0,0,,separate-book
AJF-720,[0x57677],buildstorage_gen_base_01_macro,Moo-Kye's Revenge,advancedelectronics,buy,,scaleplate,95.0,0.0,0.0,95.0,,1318.0,1014.0,,,1.0,,-0.039,0.053102,buildstorage/demand-curve,stock+inbound+open buy amount,0.999182,0.000818,,,0,0,,separate-book
AJF-720,[0x57677],buildstorage_gen_base_01_macro,Moo-Kye's Revenge,claytronics,buy,,scaleplate,1000.0,0.0,0.0,1000.0,,2289.19,2040.0,,,0.814346,,-0.039,0.58651,buildstorage/demand-curve,stock+inbound+open buy amount,-2.9e-05,0.814376,,,0,0,,separate-book
AJF-720,[0x57677],buildstorage_gen_base_01_macro,Moo-Kye's Revenge,energycells,buy,,scaleplate,40499.0,4196.0,0.0,44695.0,,12.03,16.0,,,-0.661667,,-0.039,1.0,buildstorage/demand-curve,stock+inbound+open buy amount,-0.927005,0.265338,,,0,0,,separate-book
AJF-720,[0x57677],buildstorage_gen_base_01_macro,Moo-Kye's Revenge,fieldcoils,buy,,scaleplate,0.0,0.0,0.0,0.0,,576.0,412.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AJF-720,[0x57677],buildstorage_gen_base_01_macro,Moo-Kye's Revenge,hullparts,buy,,scaleplate,0.0,0.0,0.0,0.0,,299.2,209.0,,,1.431746,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.431746,,,0,0,,separate-book
AJF-720,[0x57677],buildstorage_gen_base_01_macro,Moo-Kye's Revenge,plasmaconductors,buy,,scaleplate,0.0,0.0,0.0,0.0,,1282.0,1026.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AJF-720,[0x57677],buildstorage_gen_base_01_macro,Moo-Kye's Revenge,shieldcomponents,buy,,scaleplate,0.0,0.0,0.0,0.0,,264.0,188.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AJF-720,[0x57677],buildstorage_gen_base_01_macro,Moo-Kye's Revenge,turretcomponents,buy,,scaleplate,287.0,0.0,0.0,287.0,,383.0,273.0,,,1.0,,-0.039,0.053515,buildstorage/demand-curve,stock+inbound+open buy amount,0.999133,0.000867,,,0,0,,separate-book
AKH-998,[0x99e36],buildstorage_gen_base_01_macro,Pious Mists XI,advancedelectronics,buy,,paranid,130.0,0.0,0.0,130.0,,868.54,1014.0,,,-0.478487,,-0.039,0.921986,buildstorage/demand-curve,stock+inbound+open buy amount,-0.820634,0.342148,,,0,0,,separate-book
AKH-998,[0x99e36],buildstorage_gen_base_01_macro,Pious Mists XI,shieldcomponents,buy,,paranid,0.0,0.0,0.0,0.0,,264.0,188.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AKH-998,[0x99e36],buildstorage_gen_base_01_macro,Pious Mists XI,turretcomponents,buy,,paranid,0.0,0.0,0.0,0.0,,383.0,273.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
ALE-254,[0x76a9e],buildstorage_gen_base_01_macro,Second Contact II Flashpoint,fieldcoils,buy,,antigone,78.0,0.0,0.0,78.0,,355.41,412.0,,,-0.34297,,-0.039,0.866667,buildstorage/demand-curve,stock+inbound+open buy amount,-0.720004,0.377034,,,0,0,,separate-book
AOD-470,[0x9c713],buildstorage_gen_base_01_macro,Unholy Retribution,plasmaconductors,buy,,paranid,0.0,0.0,0.0,0.0,,1395.75,1026.0,,,1.444336,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.444336,,,0,0,,separate-book
AOD-470,[0x9c713],buildstorage_gen_base_01_macro,Unholy Retribution,turretcomponents,buy,,paranid,174.0,0.0,0.0,174.0,,383.0,273.0,,,1.0,,-0.039,0.168768,buildstorage/demand-curve,stock+inbound+open buy amount,0.93149,0.06851,,,0,0,,separate-book
APU-416,[0x280a5],buildstorage_gen_base_01_macro,Zyarth's Dominion I,advancedelectronics,buy,,split,0.0,0.0,0.0,0.0,,1318.0,1014.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
APU-416,[0x280a5],buildstorage_gen_base_01_macro,Zyarth's Dominion I,fieldcoils,buy,,split,20.0,0.0,0.0,20.0,,576.0,412.0,,,1.0,,-0.039,0.010655,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
APU-416,[0x280a5],buildstorage_gen_base_01_macro,Zyarth's Dominion I,turretcomponents,buy,,split,1118.0,0.0,0.0,1118.0,,383.0,273.0,,,1.0,,-0.039,0.357989,buildstorage/demand-curve,stock+inbound+open buy amount,0.609639,0.390361,,,0,0,,separate-book
APU-492,[0x88936],buildstorage_gen_base_01_macro,Hatikvah's Choice I,advancedelectronics,buy,,antigone,9.0,0.0,0.0,9.0,,1318.0,1014.0,,,1.0,,-0.039,0.015437,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AQR-561,[0x6078b],buildstorage_gen_base_01_macro,Cardinal's Domain,advancedelectronics,buy,,paranid,4.0,0.0,0.0,4.0,,1318.0,1014.0,,,1.0,,-0.039,0.036697,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AQR-561,[0x6078b],buildstorage_gen_base_01_macro,Cardinal's Domain,energycells,buy,,paranid,9181.0,0.0,0.0,9181.0,,12.49,16.0,,,-0.585,,-0.039,0.966828,buildstorage/demand-curve,stock+inbound+open buy amount,-0.887169,0.302169,,,0,0,,separate-book
AQR-561,[0x6078b],buildstorage_gen_base_01_macro,Cardinal's Domain,plasmaconductors,buy,,paranid,0.0,0.0,0.0,0.0,,1315.46,1026.0,,,1.130703,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.130703,,,0,0,,separate-book
AQR-561,[0x6078b],buildstorage_gen_base_01_macro,Cardinal's Domain,shieldcomponents,buy,,paranid,0.0,0.0,0.0,0.0,,264.0,188.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
ARE-122,[0x542bb],buildstorage_gen_base_01_macro,Memory of Profit IX,fieldcoils,buy,,teladi,0.0,0.0,0.0,0.0,,576.0,412.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
ARE-122,[0x542bb],buildstorage_gen_base_01_macro,Memory of Profit IX,turretcomponents,buy,,teladi,16.0,0.0,0.0,16.0,,383.0,273.0,,,1.0,,-0.039,0.020888,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
ASN-388,[0x3947b],buildstorage_gen_base_01_macro,Hewa's Twin I,turretcomponents,buy,,teladi,2.0,0.0,0.0,2.0,,383.0,273.0,,,1.0,,-0.039,0.00241,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
ASN-596,[0x547e4],buildstorage_gen_base_01_macro,Memory of Profit IX,fieldcoils,buy,,teladi,0.0,0.0,0.0,0.0,,576.0,412.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
ASN-596,[0x547e4],buildstorage_gen_base_01_macro,Memory of Profit IX,shieldcomponents,buy,,teladi,0.0,0.0,0.0,0.0,,264.0,188.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
ASN-596,[0x547e4],buildstorage_gen_base_01_macro,Memory of Profit IX,turretcomponents,buy,,teladi,0.0,0.0,0.0,0.0,,383.0,273.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AUB-498,[0x6b421],buildstorage_gen_base_01_macro,Pious Mists II,fieldcoils,buy,,paranid,19.0,0.0,0.0,19.0,,576.0,412.0,,,1.0,,-0.039,0.095,buildstorage/demand-curve,stock+inbound+open buy amount,0.987121,0.012879,,,0,0,,separate-book
AUB-498,[0x6b421],buildstorage_gen_base_01_macro,Pious Mists II,turretcomponents,buy,,paranid,50.0,0.0,0.0,50.0,,341.75,273.0,,,0.625,,-0.039,0.632911,buildstorage/demand-curve,stock+inbound+open buy amount,-0.132763,0.757763,,,0,0,,separate-book
AUH-382,[0x4bbab],buildstorage_gen_base_01_macro,Grand Exchange III,advancedelectronics,buy,,teladi,0.0,0.0,0.0,0.0,,1318.0,1014.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AUH-382,[0x4bbab],buildstorage_gen_base_01_macro,Grand Exchange III,hullparts,buy,,teladi,92.0,0.0,0.0,92.0,,196.84,209.0,,,-0.193016,,-0.039,0.978723,buildstorage/demand-curve,stock+inbound+open buy amount,-0.902398,0.709382,,,0,0,,separate-book
AUH-382,[0x4bbab],buildstorage_gen_base_01_macro,Grand Exchange III,turretcomponents,buy,,teladi,24.0,0.0,0.0,24.0,,383.0,273.0,,,1.0,,-0.039,0.043716,buildstorage/demand-curve,stock+inbound+open buy amount,0.999908,9.2e-05,,,0,0,,separate-book
AVT-905,[0x7ddf7],buildstorage_gen_base_01_macro,Argon Prime,turretcomponents,buy,,argon,29.0,0.0,0.0,29.0,,383.0,273.0,,,1.0,,-0.039,0.079235,buildstorage/demand-curve,stock+inbound+open buy amount,0.993345,0.006655,,,0,0,,separate-book
AWP-683,[0x7b0f9],buildstorage_gen_base_01_macro,Sacred Relic,energycells,buy,,paranid,23026.0,0.0,0.0,23026.0,,12.93,16.0,,,-0.511667,,-0.039,0.936359,buildstorage/demand-curve,stock+inbound+open buy amount,-0.843495,0.331828,,,0,0,,separate-book
AWP-683,[0x7b0f9],buildstorage_gen_base_01_macro,Sacred Relic,fieldcoils,buy,,paranid,959.0,0.0,0.0,959.0,,303.93,412.0,,,-0.65497,,-0.039,0.996881,buildstorage/demand-curve,stock+inbound+open buy amount,-0.923612,0.268642,,,0,0,,separate-book
AWP-683,[0x7b0f9],buildstorage_gen_base_01_macro,Sacred Relic,shieldcomponents,buy,,paranid,0.0,0.0,0.0,0.0,,264.0,188.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AWP-683,[0x7b0f9],buildstorage_gen_base_01_macro,Sacred Relic,turretcomponents,buy,,paranid,25.0,0.0,0.0,25.0,,383.0,273.0,,,1.0,,-0.039,0.005179,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AYE-454,[0x9a812],buildstorage_gen_base_01_macro,Trinity Sanctum VII,advancedelectronics,buy,,paranid,0.0,0.0,0.0,0.0,,1318.0,1014.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AYE-454,[0x9a812],buildstorage_gen_base_01_macro,Trinity Sanctum VII,fieldcoils,buy,,paranid,0.0,0.0,0.0,0.0,,576.0,412.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AYE-454,[0x9a812],buildstorage_gen_base_01_macro,Trinity Sanctum VII,turretcomponents,buy,,paranid,0.0,0.0,0.0,0.0,,383.0,273.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AYW-907,[0x5f1a9],buildstorage_gen_base_01_macro,Family Tkr,advancedelectronics,buy,,freesplit,381.0,0.0,0.0,381.0,,1301.3,1014.0,,,0.945066,,-0.039,0.540426,buildstorage/demand-curve,stock+inbound+open buy amount,0.131805,0.813261,,,0,0,,separate-book
AYW-907,[0x5f1a9],buildstorage_gen_base_01_macro,Family Tkr,turretcomponents,buy,,freesplit,7.0,0.0,0.0,7.0,,383.0,273.0,,,1.0,,-0.039,0.003254,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AZC-776,[0x660bf],buildstorage_gen_base_01_macro,Holy Vision,advancedelectronics,buy,,holyorder,5.0,0.0,0.0,5.0,,1318.0,1014.0,,,1.0,,-0.039,0.010417,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
AZC-776,[0x660bf],buildstorage_gen_base_01_macro,Holy Vision,turretcomponents,buy,,holyorder,1026.0,0.0,0.0,1026.0,,298.83,273.0,,,0.234818,,-0.039,0.708564,buildstorage/demand-curve,stock+inbound+open buy amount,-0.34309,0.577908,,,0,0,,separate-book
BBN-337,[0xaaf88],buildstorage_gen_base_01_macro,Wretched Skies IV Family Valka,advancedelectronics,buy,,split,0.0,0.0,0.0,0.0,,1318.0,1014.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BDO-023,[0x90795],buildstorage_gen_base_01_macro,Lasting Vengeance,energycells,buy,,holyorder,132.0,964.0,0.0,1096.0,,10.0,16.0,,,-1.0,,-0.039,1.0,buildstorage/demand-curve,stock+inbound+open buy amount,-0.927005,-0.072995,,,0,0,,separate-book
BDO-023,[0x90795],buildstorage_gen_base_01_macro,Lasting Vengeance,shieldcomponents,buy,,holyorder,0.0,0.0,0.0,0.0,,264.0,188.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BDU-127,[0x7621b],buildstorage_gen_base_01_macro,Heart of Acrimony II,claytronics,buy,,freesplit,0.0,0.0,0.0,0.0,,2580.6,2040.0,,,1.766667,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.766667,,,0,0,,separate-book
BDU-127,[0x7621b],buildstorage_gen_base_01_macro,Heart of Acrimony II,turretcomponents,buy,,freesplit,0.0,0.0,0.0,0.0,,383.0,273.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BFP-248,[0x7500b],buildstorage_gen_base_01_macro,Heart of Acrimony II,claytronics,buy,,freesplit,624.0,0.0,0.0,624.0,,2532.33,2040.0,,,1.608922,,-0.039,0.578313,buildstorage/demand-curve,stock+inbound+open buy amount,0.023486,1.585436,,,0,0,,separate-book
BFZ-655,[0x8899],buildstorage_gen_base_01_macro,Hewa's Twin III,advancedelectronics,buy,,teladi,103.0,0.0,0.0,103.0,,1318.0,1014.0,,,1.0,,-0.039,0.495192,buildstorage/demand-curve,stock+inbound+open buy amount,0.258979,0.741021,,,0,0,,separate-book
BFZ-655,[0x8899],buildstorage_gen_base_01_macro,Hewa's Twin III,fieldcoils,buy,,teladi,0.0,0.0,0.0,0.0,,576.0,412.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BFZ-655,[0x8899],buildstorage_gen_base_01_macro,Hewa's Twin III,shieldcomponents,buy,,teladi,0.0,0.0,0.0,0.0,,264.0,188.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BFZ-655,[0x8899],buildstorage_gen_base_01_macro,Hewa's Twin III,turretcomponents,buy,,teladi,15.0,0.0,0.0,15.0,,383.0,273.0,,,1.0,,-0.039,0.023401,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BHF-858,[0x61dfd],buildstorage_gen_base_01_macro,Cardinal's Domain,advancedelectronics,buy,,paranid,44.0,0.0,0.0,44.0,,1318.0,1014.0,,,1.0,,-0.039,0.114883,buildstorage/demand-curve,stock+inbound+open buy amount,0.976395,0.023605,,,0,0,,separate-book
BHF-858,[0x61dfd],buildstorage_gen_base_01_macro,Cardinal's Domain,claytronics,buy,,paranid,9.0,0.0,0.0,9.0,,2580.6,2040.0,,,1.766667,,-0.039,0.160714,buildstorage/demand-curve,stock+inbound+open buy amount,0.939646,0.827021,,,0,0,,separate-book
BHF-858,[0x61dfd],buildstorage_gen_base_01_macro,Cardinal's Domain,shieldcomponents,buy,,paranid,0.0,0.0,0.0,0.0,,264.0,188.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BHF-858,[0x61dfd],buildstorage_gen_base_01_macro,Cardinal's Domain,turretcomponents,buy,,paranid,0.0,0.0,0.0,0.0,,383.0,273.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BJR-604,[0x95497],buildstorage_gen_base_01_macro,Family Zhin,advancedelectronics,buy,,split,0.0,0.0,0.0,0.0,,1318.0,1014.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BJR-604,[0x95497],buildstorage_gen_base_01_macro,Family Zhin,claytronics,buy,,split,0.0,0.0,0.0,0.0,,2538.2,2040.0,,,1.628105,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.628105,,,0,0,,separate-book
BJR-604,[0x95497],buildstorage_gen_base_01_macro,Family Zhin,turretcomponents,buy,,split,0.0,0.0,0.0,0.0,,383.0,273.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BJV-264,[0xac02c],buildstorage_gen_base_01_macro,Ianamus Zura IV,advancedelectronics,buy,,teladi,0.0,0.0,0.0,0.0,,1318.0,1014.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BJV-264,[0xac02c],buildstorage_gen_base_01_macro,Ianamus Zura IV,claytronics,buy,,teladi,0.0,296.0,0.0,296.0,,2346.0,2040.0,,,1.0,,-0.039,1.0,buildstorage/demand-curve,stock+inbound+open buy amount,-0.927005,1.927005,,,0,0,,separate-book
BJV-264,[0xac02c],buildstorage_gen_base_01_macro,Ianamus Zura IV,energycells,buy,,teladi,1160.0,592.0,0.0,1752.0,,13.3,16.0,,,-0.45,,-0.039,1.0,buildstorage/demand-curve,stock+inbound+open buy amount,-0.927005,0.477005,,,0,0,,separate-book
BJV-264,[0xac02c],buildstorage_gen_base_01_macro,Ianamus Zura IV,fieldcoils,buy,,teladi,0.0,0.0,0.0,0.0,,576.0,412.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BJV-264,[0xac02c],buildstorage_gen_base_01_macro,Ianamus Zura IV,hullparts,buy,,teladi,0.0,0.0,0.0,0.0,,272.0,209.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BJV-264,[0xac02c],buildstorage_gen_base_01_macro,Ianamus Zura IV,shieldcomponents,buy,,teladi,0.0,0.0,0.0,0.0,,264.0,188.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BJV-264,[0xac02c],buildstorage_gen_base_01_macro,Ianamus Zura IV,turretcomponents,buy,,teladi,0.0,0.0,0.0,0.0,,383.0,273.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BJX-544,[0x937fd],buildstorage_gen_base_01_macro,Bright Promise,advancedelectronics,buy,,teladi,0.0,0.0,0.0,0.0,,1318.0,1014.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BJX-544,[0x937fd],buildstorage_gen_base_01_macro,Bright Promise,claytronics,buy,,teladi,0.0,1122.0,0.0,1122.0,,2418.02,2040.0,,,1.235359,,-0.039,0.898319,buildstorage/demand-curve,stock+inbound+open buy amount,-0.77997,2.01533,,,0,0,,separate-book
BJX-544,[0x937fd],buildstorage_gen_base_01_macro,Bright Promise,fieldcoils,buy,,teladi,0.0,0.0,0.0,0.0,,576.0,412.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BJX-544,[0x937fd],buildstorage_gen_base_01_macro,Bright Promise,hullparts,buy,,teladi,4509.0,0.0,0.0,4509.0,,169.32,209.0,,,-0.629841,,-0.039,0.98622,buildstorage/demand-curve,stock+inbound+open buy amount,-0.911457,0.281616,,,0,0,,separate-book
BJX-544,[0x937fd],buildstorage_gen_base_01_macro,Bright Promise,shieldcomponents,buy,,teladi,750.0,0.0,0.0,750.0,,164.89,188.0,,,-0.308133,,-0.039,0.859107,buildstorage/demand-curve,stock+inbound+open buy amount,-0.704783,0.39665,,,0,0,,separate-book
BJX-544,[0x937fd],buildstorage_gen_base_01_macro,Bright Promise,turretcomponents,buy,,teladi,0.0,0.0,0.0,0.0,,383.0,273.0,,,1.0,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.0,,,0,0,,separate-book
BKX-735,[0x609de],buildstorage_gen_base_01_macro,Cardinal's Domain,advancedelectronics,buy,,paranid,270.0,0.0,0.0,270.0,,859.82,1014.0,,,-0.507171,,-0.039,0.934256,buildstorage/demand-curve,stock+inbound+open buy amount,-0.840239,0.333068,,,0,0,,separate-book
BKX-735,[0x609de],buildstorage_gen_base_01_macro,Cardinal's Domain,claytronics,buy,,paranid,79.0,0.0,0.0,79.0,,2098.26,2040.0,,,0.190392,,-0.039,0.940476,buildstorage/demand-curve,stock+inbound+open buy amount,-0.849781,1.040173,,,0,0,,separate-book
BKX-735,[0x609de],buildstorage_gen_base_01_macro,Cardinal's Domain,turretcomponents,buy,,paranid,364.0,0.0,0.0,364.0,,383.0,273.0,,,1.0,,-0.039,0.415051,buildstorage/demand-curve,stock+inbound+open buy amount,0.472295,0.527705,,,0,0,,separate-book
BLL-914,[0xa3bf4],buildstorage_gen_base_01_macro,The Reach,claytronics,buy,,argon,0.0,0.0,0.0,0.0,,2580.6,2040.0,,,1.766667,,-0.039,0.0,buildstorage/demand-curve,stock+inbound+open buy amount,1.0,0.766667,,,0,0,,separate-book
BLL-914,[0xa3bf4],buildstorage_gen_base_01_macro,The Reach,turretcomponents,buy,,argon,444.0,0.0,0.0,444.0,,245.3,273.0,,,-0.254128,,-0.039,0.839319,buildstorage/demand-curve,stock+inbound+open buy amount,-0.663396,0.409267,,,0,0,,separate-book
